l1_name,l2_name,brand,channel,articles,total_oh,total_oo,total_it,avg_price,stockouts,overstock
3165-HANDBAGS,3165_3275-SEASONAL HNDBGS,SUN N__ia_char_01 SAND,"[""bls""]",95,303,0,0,19.16,0,22
3200-BEAUTY,3200_3029-SKIN CARE,PANAMA JACK,"[""bls""]",14,302,0,0,8.53,0,14
3145-SWIM,3145_3119-MODERATE SWIM,LONGITUDE,"[""bls""]",27,302,0,0,34.17,0,21
3415-BOYS APPAREL,3415_3361-BIG BOY ACTIVE,ADIDAS,"[""bls""]",67,301,0,0,11.59,0,21
3115-MISSES BETTER SPORTSWEAR,3115_3292-EC BETTER BOTTOMS,ELLEN TRACY,"[""bls""]",42,300,0,0,18.81,0,0
3110-MISSES SPORTSWEAR,3110_3108-MS SWEATERS,NINA LEONARD,"[""bls""]",35,300,0,0,13.61,0,25
3510-LADIES FOOTWEAR,3510_3545-EC CLOSED FLAT,LUCKY BRAND,"[""bls""]",6,300,0,0,27.75,0,5
3325-MENS OUTDOOR,3325_3765-MENS HUNTING TOPS,REALTREE,"[""bls""]",10,298,0,0,12.67,0,10
3150-LINGERIE,3150_3055-BETTER BRAS,ANNE KLEIN,"[""bls""]",24,297,0,0,,0,3
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,1822,"[""bls""]",19,297,0,0,,0,19
3340-MENS FURN-ACC,3340_3489-MENS UNDERWEAR,HURLEY,"[""bls""]",23,296,0,0,14.88,0,19
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,ITALIAN SHOEMAKERS,"[""bls""]",39,296,0,0,20.67,0,16
3140-LADIES SPORTS,3140_3141-OUTDOOR FISHING TOPS,LIFE IS GOOD,"[""bls""]",48,293,0,0,11.66,0,25
3340-MENS FURN-ACC,3340_3493-MENS BELTS,PERRY ELLIS,"[""bls""]",12,292,0,0,12.48,0,12
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,AEROSOLES,"[""bls""]",21,291,0,0,25.62,0,18
3200-BEAUTY,3200_3024-MENS FRAGRANCES,CALVIN KLEIN,"[""bls""]",29,288,0,0,,0,21
3510-LADIES FOOTWEAR,3510_3546-WC CLOSED FLAT,BLOWFISH,"[""bls""]",3,288,0,0,29.22,0,3
3510-LADIES FOOTWEAR,3510_3549-WC CASUAL SANDALS,BIRKENSTOCK,"[""bls""]",17,287,0,0,,0,13
3415-BOYS APPAREL,3415_3326-LITTLE BOY TOPS,QUIKSILVER,"[""bls""]",19,287,0,0,7.83,0,19
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,LEE,"[""bls""]",12,286,0,0,19.99,0,7
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,NINE WEST,"[""bls""]",11,286,0,0,20.57,0,9
3140-LADIES SPORTS,3140_3124-ACTIVE SHORTS,MARIKA,"[""bls""]",18,286,0,0,14.72,0,18
3310-MENS SPORTSWEAR,3310_3453-MENS BETTER TOPS,WEATHERPROOF VINTAGE,"[""bls""]",25,285,0,0,,0,14
3140-LADIES SPORTS,3140_3124-ACTIVE SHORTS,RBX,"[""bls""]",22,284,0,0,16.08,0,22
3520-MENS FOOTWEAR,3520_3597-MENS HANGING,NAUTICA,"[""bls""]",16,283,0,0,15.0,0,13
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,ANNE KLEIN,"[""bls""]",10,282,0,0,,0,10
3620-HOUSEWARES,3620_3873-BF-HC DINNER-SERVE-FLATWARE,10 STRAWBERRY STREET,"[""bls""]",37,280,0,0,,0,20
3115-MISSES BETTER SPORTSWEAR,3115_3286-WC BTR SS-SL KNITS,MAX STUDIO,"[""bls""]",15,279,0,0,16.34,0,0
3140-LADIES SPORTS,3140_3125-ACTIVE BOTTOMS,RBX,"[""bls""]",28,279,0,0,16.33,0,19
3720-HARDLINES,3720_3792-TEAM,FLORIDA STATE,"[""bls""]",39,278,0,0,,0,18
3125-PETITES SPORTSWEAR,3125_3199-BETTER PT,DEMOCRACY,"[""bls""]",44,277,0,0,,0,27
3615-DOMESTICS,3615_3855-BF-HC BATH RUGS,ZEST KITCHEN __ia_char_20 HOME,"[""bls""]",17,277,0,0,,0,17
3110-MISSES SPORTSWEAR,3110_3113-MS SHORTS,COUNTERPARTS,"[""bls""]",24,276,0,0,12.33,0,11
3640-STATIONERY-GIFTS,3640_3651-GIFTS,THE DARLING EFFECT,"[""bls""]",45,275,0,0,10.56,0,30
3200-BEAUTY,3200_3031-COSMETICS,MAYBELLINE,"[""bls""]",25,275,0,0,5.14,0,21
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,JBU,"[""bls""]",7,274,0,0,26.98,0,7
3145-SWIM,3145_3123-COVER UPS,SURF GYPSY,"[""bls""]",29,274,0,0,17.73,0,25
3160-ACCESSORIES,3160_3025-LADIES EYEWEAR,GOODR,"[""bls""]",33,274,0,0,,0,17
3130-JUNIORS,3130_3246-EC JR SURF,BILLABONG,"[""bls""]",39,274,0,0,19.76,0,27
3150-LINGERIE,3150_3052-BRAS,LAURA ASHLEY,"[""bls""]",24,273,0,0,22.17,0,0
3310-MENS SPORTSWEAR,3310_3454-MENS TOPS,EDDIE BAUER,"[""bls""]",16,273,0,0,,0,15
3410-GIRLS APPAREL,3410_3321-BIG GIRL ACTIVE-OUTDOOR,90 DEGREE,"[""bls""]",27,272,0,0,16.61,0,17
3130-JUNIORS,3130_3226-EC JR KNIT TOPS,PINK ROSE,"[""bls""]",39,269,0,0,8.69,0,30
3320-MENS GOLF,3320_3763-MENS GOLF BOTTOMS,PUMA,"[""bls""]",12,269,0,0,22.85,0,11
3520-MENS FOOTWEAR,3520_3595-MENS BOOTS,HOSS,"[""bls""]",2,269,0,0,99.07,0,2
3330-MENS ACTIVE-SWIM,3330_3788-MENS SWIMWEAR,EDDIE BAUER,"[""bls""]",13,269,0,0,,0,11
3200-BEAUTY,3200_3070-BEAUTY TOOLS,WET BRUSH,"[""bls""]",29,267,0,0,5.06,0,16
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,CLARKS,"[""bls""]",6,267,0,0,31.77,0,6
3125-PETITES SPORTSWEAR,3125_3186-PT CAPRIS,ZAC AND RACHEL,"[""bls""]",24,267,0,0,14.51,0,20
3320-MENS GOLF,3320_3762-MENS GOLF TOPS,GREG NORMAN,"[""bls""]",41,265,0,0,18.26,0,21
3540-ATHLETIC FOOTWEAR,3540_3581-BFL MENS ATHLETIC,PUMA,"[""bls""]",10,264,0,0,,0,10
3415-BOYS APPAREL,3415_3361-BIG BOY ACTIVE,NEW BALANCE,"[""bls""]",29,263,0,0,12.6,0,26
3115-MISSES BETTER SPORTSWEAR,3115_3284-WC BTR WOVEN TOPS,MISS ME,"[""bls""]",14,262,0,0,19.31,0,0
3310-MENS SPORTSWEAR,3310_3464-MENS SHORTS,CHAPS,"[""bls""]",8,262,0,0,,0,7
3140-LADIES SPORTS,3140_3140-GOLF-COURT,LILLIE GREEN,"[""bls""]",35,262,0,0,26.99,0,29
3130-JUNIORS,3130_3228-WC JR KNIT TOPS,BOZZOLO,"[""bls""]",37,262,0,0,7.7,0,27
3145-SWIM,3145_3123-COVER UPS,DOTTI,"[""bls""]",49,261,0,0,17.31,0,23
3120-PLUS SPORTSWEAR,3120_3169-BETTER MP,BLUE SOL,"[""bls""]",52,261,0,0,,0,8
3330-MENS ACTIVE-SWIM,3330_3788-MENS SWIMWEAR,FLOGROWN,"[""bls""]",9,261,0,0,,0,5
3330-MENS ACTIVE-SWIM,3330_3788-MENS SWIMWEAR,REEL LEGENDS,"[""bls""]",10,260,0,0,17.49,0,8
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,BANDOLINO,"[""bls""]",20,260,0,0,28.49,0,12
3140-LADIES SPORTS,3140_3141-OUTDOOR FISHING TOPS,CABANA LIFE,"[""bls""]",12,258,0,0,,0,12
3115-MISSES BETTER SPORTSWEAR,3115_3292-EC BETTER BOTTOMS,NICOLE MILLER,"[""bls""]",31,257,0,0,18.07,0,0
3140-LADIES SPORTS,3140_3140-GOLF-COURT,GRAND SLAM,"[""bls""]",11,257,0,0,12.46,0,10
3135-DRESSES,3135_3201-BETTER CASUAL DRESSES,VINCE CAMUTO,"[""bls""]",28,257,0,0,39.23,0,21
3110-MISSES SPORTSWEAR,3110_3113-MS SHORTS,RAFAELLA,"[""bls""]",14,256,0,0,,0,13
3310-MENS SPORTSWEAR,3310_3454-MENS TOPS,NICK GRAHAM,"[""bls""]",5,255,0,0,19.22,0,5
3125-PETITES SPORTSWEAR,3125_3199-BETTER PT,PHILOSOPHY,"[""bls""]",28,255,0,0,15.15,0,22
3110-MISSES SPORTSWEAR,3110_3100-EC WOVEN TOPS,HESTER AND ORCHARD,"[""bls""]",24,254,0,0,17.21,0,21
3530-CHILDRENS FOOTWEAR,3530_3655-GIRLS SHOES,JESSICA SIMPSON,"[""bls""]",15,254,0,0,17.25,0,10
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,VIONIC,"[""bls""]",23,253,0,0,,0,15
3540-ATHLETIC FOOTWEAR,3540_3581-BFL MENS ATHLETIC,BROOKS,"[""bls""]",16,253,0,0,,0,15
3135-DRESSES,3135_3202-MODERATE CASUAL DRESSES,ZAC AND RACHEL,"[""bls""]",27,252,0,0,14.88,0,24
3410-GIRLS APPAREL,3410_3301-LITTLE GIRL BOTTOMS,B TWEEN,"[""bls""]",18,249,0,0,9.67,0,13
3130-JUNIORS,3130_3239-WC JR BOTTOMS,CISONO,"[""bls""]",24,249,0,0,16.27,0,19
3140-LADIES SPORTS,3140_3140-GOLF-COURT,COURT HALEY,"[""bls""]",28,249,0,0,18.97,0,26
3165-HANDBAGS,3165_3270-TREND HANDBAGS,MADDEN GIRL,"[""bls""]",21,248,0,0,23.9,0,21
3325-MENS OUTDOOR,3325_3775-MENS OUTDOOR BOTTOMS,SALT LIFE,"[""bls""]",8,248,0,0,,0,7
3310-MENS SPORTSWEAR,3310_3453-MENS BETTER TOPS,NAUTICA,"[""bls""]",25,245,0,0,18.3,0,18
3110-MISSES SPORTSWEAR,3110_3102-EC CASUAL SS-SL TOPS,ONQUE,"[""bls""]",35,245,0,0,11.59,0,21
3110-MISSES SPORTSWEAR,3110_3113-MS SHORTS,EXPRESS,"[""bls""]",10,244,0,0,14.9,0,7
3165-HANDBAGS,3165_3277-SMALL LEATHER,BUXTON,"[""bls""]",70,244,0,0,12.1,0,20
3160-ACCESSORIES,3160_3025-LADIES EYEWEAR,OSCAR DE LA RENTA,"[""bls""]",57,244,0,0,9.45,0,17
3320-MENS GOLF,3320_3762-MENS GOLF TOPS,ANTIGUA,"[""bls""]",17,244,0,0,16.99,0,11
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,VAN HEUSEN,"[""bls""]",11,243,0,0,17.89,0,9
3110-MISSES SPORTSWEAR,3110_3106-EC WTW KNITS,RIO __ia_char_13 RIAN,"[""bls""]",39,243,0,0,12.54,0,30
3520-MENS FOOTWEAR,3520_3592-MENS SANDALS,SKECHERS,"[""bls""]",16,242,0,0,,0,13
3140-LADIES SPORTS,3140_3140-GOLF-COURT,EMERALD EIGHTEEN,"[""bls""]",38,241,0,0,14.87,0,25
3330-MENS ACTIVE-SWIM,3330_3788-MENS SWIMWEAR,IN GEAR,"[""bls""]",18,240,0,0,,0,15
3110-MISSES SPORTSWEAR,3110_3100-EC WOVEN TOPS,COUNTERPARTS,"[""bls""]",42,240,0,0,14.3,0,28
3320-MENS GOLF,3320_3762-MENS GOLF TOPS,ADIDAS,"[""bls""]",17,240,0,0,20.84,0,13
3200-BEAUTY,3200_3070-BEAUTY TOOLS,MUST HAVE BEAUTY,"[""bls""]",28,240,0,0,5.79,0,23
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,CIRCUS BY SAM EDELMAN,"[""bls""]",4,240,0,0,19.47,0,4
3120-PLUS SPORTSWEAR,3120_3160-MP CAPRIS,DASH,"[""bls""]",15,240,0,0,16.37,0,15
3630-SEASONAL,3630_3776-GARDEN DECOR,PORT TO PORT,"[""bls""]",57,239,0,0,16.34,0,14
3340-MENS FURN-ACC,3340_3490-MENS SOCKS,HURLEY,"[""bls""]",25,239,0,0,10.16,0,12
3200-BEAUTY,3200_3079-MENS ELECTRIC,EDDIE BAUER,"[""bls""]",19,238,0,0,9.61,0,17
3615-DOMESTICS,3615_3853-BF-HC TOWELS,COTTON VALLEY HOME,"[""bls""]",22,238,0,0,,0,22
3125-PETITES SPORTSWEAR,3125_3183-EC PT KNIT TOPS,ALFRED DUNNER,"[""bls""]",32,237,0,0,,0,19
3115-MISSES BETTER SPORTSWEAR,3115_3284-WC BTR WOVEN TOPS,MAX STUDIO,"[""bls""]",26,237,0,0,19.56,0,0
3720-HARDLINES,3720_3792-TEAM,TAMPA BAY RAYS,"[""bls""]",10,236,0,0,14.16,0,9
3125-PETITES SPORTSWEAR,3125_3195-PT SHORTS,DASH,"[""bls""]",27,235,0,0,14.31,0,27
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,CLIFFS BY WHITE MOUNTAIN,"[""bls""]",9,235,0,0,,0,7
3615-DOMESTICS,3615_3857-BF-HC BATH ACCESS,ZENNA HOME,"[""bls""]",15,235,0,0,,0,11
3510-LADIES FOOTWEAR,3510_3545-EC CLOSED FLAT,LIFESTRIDE,"[""bls""]",11,234,0,0,19.48,0,6
3200-BEAUTY,3200_3075-MENS GROOMING,TOMMY BAHAMA,"[""bls""]",14,234,0,0,7.54,0,14
3135-DRESSES,3135_3202-MODERATE CASUAL DRESSES,DASH,"[""bls""]",28,234,0,0,,0,28
3340-MENS FURN-ACC,3340_3490-MENS SOCKS,ADIDAS,"[""bls""]",35,234,0,0,11.71,0,23
3110-MISSES SPORTSWEAR,3110_3102-EC CASUAL SS-SL TOPS,LOVE SCARLETT,"[""bls""]",23,233,0,0,11.19,0,21
3325-MENS OUTDOOR,3325_3767-MENS TRAIL TOPS,AMERICAN OUTDOOR,"[""bls""]",21,233,0,0,14.63,0,16
3130-JUNIORS,3130_3241-WC JR SHORTS,APRIL KISS,"[""bls""]",13,233,0,0,10.37,0,11
3520-MENS FOOTWEAR,3520_3597-MENS HANGING,REEF,"[""bls""]",17,232,0,0,,0,12
3115-MISSES BETTER SPORTSWEAR,3115_3287-EC BTR 3Q-LS KNITS,DEMOCRACY,"[""bls""]",30,232,0,0,19.25,0,0
3120-PLUS SPORTSWEAR,3120_3160-MP CAPRIS,ZAC AND RACHEL,"[""bls""]",19,232,0,0,18.14,0,11
3150-LINGERIE,3150_3063-PANTIES,GLORIA VANDERBILT,"[""bls""]",43,232,0,0,12.88,0,0
3325-MENS OUTDOOR,3325_3699-MENS BETTER FISHING TOPS,GRUNDENS,"[""bls""]",26,231,0,0,16.99,0,8
3510-LADIES FOOTWEAR,3510_3544-WC HEELS-WEDGES,CHINESE LAUNDRY,"[""bls""]",8,231,0,0,22.26,0,8
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,NINE WEST,"[""bls""]",8,231,0,0,30.61,0,5
3120-PLUS SPORTSWEAR,3120_3169-BETTER MP,DEMOCRACY,"[""bls""]",28,231,0,0,24.88,0,21
3125-PETITES SPORTSWEAR,3125_3183-EC PT KNIT TOPS,ZAC AND RACHEL,"[""bls""]",33,231,0,0,14.0,0,19
3630-SEASONAL,3630_3804-SEASONAL DECOR,CARSON HOME ACCENTS,"[""bls""]",40,231,0,0,7.56,0,25
3325-MENS OUTDOOR,3325_3774-MENS WORKWEAR,SMITHS,"[""bls""]",26,231,0,0,13.31,0,22
3325-MENS OUTDOOR,3325_3699-MENS BETTER FISHING TOPS,NAUTICA,"[""bls""]",14,231,0,0,,0,11
3415-BOYS APPAREL,3415_3365-BIG BOY OUTDOOR,SALT LIFE,"[""bls""]",20,230,0,0,12.45,0,15
3140-LADIES SPORTS,3140_3122-ACTIVE TOPS,90 DEGREE,"[""bls""]",26,228,0,0,18.46,0,22
3145-SWIM,3145_3118-BETTER SWIM,SUNSHINE 79,"[""bls""]",22,228,0,0,,0,19
3130-JUNIORS,3130_3236-EC JR BOTTOMS,DEREK HEART,"[""bls""]",22,228,0,0,10.49,0,20
3165-HANDBAGS,3165_3272-HANDBAGS,DS FASHION,"[""bls""]",35,228,0,0,22.41,0,19
3420-BABY,3420_3367-NEWBORN BOYS,BABY ESSENTIALS,"[""bls""]",27,226,0,0,8.24,0,15
3615-DOMESTICS,3615_3857-BF-HC BATH ACCESS,BROOKSTONE,"[""bls""]",30,225,0,0,,0,27
3615-DOMESTICS,3615_3851-BF-HC OUTDOOR RUGS,HOME ESSENTIALS,"[""bls""]",36,225,0,0,12.99,0,24
3340-MENS FURN-ACC,3340_3490-MENS SOCKS,BILLABONG,"[""bls""]",11,223,0,0,,0,8
3325-MENS OUTDOOR,3325_3764-MENS OUTDOOR TEES,HI TEC,"[""bls""]",16,223,0,0,12.09,0,16
3200-BEAUTY,3200_3037-EC BATH - BODY,SOL DE JANEIRO,"[""bls""]",19,223,0,0,34.74,0,14
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,SPLENDID,"[""bls""]",7,223,0,0,19.54,0,7
3510-LADIES FOOTWEAR,3510_3576-EC FASHION ATHLEISURE,HEY DUDE,"[""bls""]",12,223,0,0,33.88,0,12
3110-MISSES SPORTSWEAR,3110_3103-WC CAS SS-SL KNITS,ANNELIESE,"[""bls""]",40,223,0,0,10.48,0,21
3145-SWIM,3145_3118-BETTER SWIM,LA BLANCA,"[""bls""]",31,222,0,0,,0,21
3615-DOMESTICS,3615_3837-BF-HC SHEETS,YOGI INTERNATIONAL,"[""bls""]",15,222,0,0,,0,15
3320-MENS GOLF,3320_3762-MENS GOLF TOPS,PGA TOUR,"[""bls""]",35,221,0,0,,0,15
3615-DOMESTICS,3615_3853-BF-HC TOWELS,MARTEX,"[""bls""]",27,220,0,0,,0,15
3125-PETITES SPORTSWEAR,3125_3186-PT CAPRIS,BLEU,"[""bls""]",15,220,0,0,15.25,0,14
3135-DRESSES,3135_3201-BETTER CASUAL DRESSES,KARL LAGERFELD,"[""bls""]",14,219,0,0,,0,14
3420-BABY,3420_3369-INFANT GIRL,PL BABY,"[""bls""]",10,219,0,0,10.21,0,10
3315-YOUNGMENS,3315_3520-YM SHORTS,BURNSIDE,"[""bls""]",8,218,0,0,,0,6
3320-MENS GOLF,3320_3762-MENS GOLF TOPS,IZOD,"[""bls""]",24,218,0,0,16.36,0,18
3325-MENS OUTDOOR,3325_3752-MENS FISHING TOPS,MOSSY OAK,"[""bls""]",11,218,0,0,10.56,0,9
3150-LINGERIE,3150_3061-FULL FIGURE BRA,GLORIA VANDERBILT,"[""bls""]",21,217,0,0,12.82,0,0
3200-BEAUTY,3200_3029-SKIN CARE,OCEAN POTION,"[""bls""]",9,216,0,0,,0,9
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,PERRY ELLIS,"[""bls""]",8,216,0,0,,0,8
3315-YOUNGMENS,3315_3512-YM TEES,FLOMOTION,"[""bls""]",8,216,0,0,,0,8
3610-HOME DECOR,3610_3825-CANDLES-FRAGRANCE,FLORA BUNDA,"[""bls""]",18,216,0,0,11.13,0,18
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,BCBG,"[""bls""]",3,215,0,0,23.46,0,3
3410-GIRLS APPAREL,3410_3271-LITTLE GIRL SETS,LITTLE LASS,"[""bls""]",22,215,0,0,13.21,0,21
3160-ACCESSORIES,3160_3009-FASHION ACCESS,JESSICA MCCLINTOCK,"[""bls""]",78,215,0,0,14.97,0,4
3540-ATHLETIC FOOTWEAR,3540_3536-BFL LADIES ATHLETIC,PUMA,"[""bls""]",9,214,0,0,,0,9
3145-SWIM,3145_3119-MODERATE SWIM,SHAPE SOLVER,"[""bls""]",24,214,0,0,24.99,0,15
3140-LADIES SPORTS,3140_3140-GOLF-COURT,PUMA GOLF,"[""bls""]",24,213,0,0,,0,21
3330-MENS ACTIVE-SWIM,3330_3759-MENS ACTIVE SHORTS,HURLEY,"[""bls""]",33,213,0,0,16.18,0,17
3140-LADIES SPORTS,3140_3142-OUTDOOR TRAIL TOPS,LIFE IS GOOD,"[""bls""]",40,212,0,0,,0,13
3340-MENS FURN-ACC,3340_3493-MENS BELTS,CALLAWAY,"[""bls""]",11,212,0,0,,0,9
3420-BABY,3420_3367-NEWBORN BOYS,LITTLE ME,"[""bls""]",26,212,0,0,12.47,0,23
3200-BEAUTY,3200_3023-LADIES FRAGRNCE,VERSACE,"[""bls""]",24,212,0,0,48.78,0,18
3330-MENS ACTIVE-SWIM,3330_3759-MENS ACTIVE SHORTS,REEBOK,"[""bls""]",18,211,0,0,,0,9
3340-MENS FURN-ACC,3340_3490-MENS SOCKS,QUIKSILVER,"[""bls""]",10,210,0,0,,0,8
3615-DOMESTICS,3615_3837-BF-HC SHEETS,PANAMA JACK,"[""bls""]",30,209,0,0,38.72,0,23
3410-GIRLS APPAREL,3410_3311-BIG GIRL SETS,VINCE CAMUTO,"[""bls""]",17,209,0,0,15.27,0,14
3130-JUNIORS,3130_3234-EC JR DENIM,WRANGLER,"[""bls""]",18,208,0,0,16.54,0,15
3430-CHILDRENS ACCESS,3430_3332-GIRLS UNDERWEAR,JESSICA SIMPSON,"[""bls""]",18,208,0,0,8.28,0,15
3330-MENS ACTIVE-SWIM,3330_3757-MENS ACTIVE TOPS,SKECHERS,"[""bls""]",13,206,0,0,11.8,0,11
3150-LINGERIE,3150_3073-MS SLEEPWEAR,LIFE IS GOOD,"[""bls""]",30,206,0,0,9.67,0,10
3130-JUNIORS,3130_3226-EC JR KNIT TOPS,DEREK HEART,"[""bls""]",41,206,0,0,8.34,0,17
3120-PLUS SPORTSWEAR,3120_3169-BETTER MP,NANETTE LEPORE,"[""bls""]",19,205,0,0,21.74,0,11
3340-MENS FURN-ACC,3340_3489-MENS UNDERWEAR,LUCKY BRAND,"[""bls""]",21,205,0,0,15.36,0,18
3200-BEAUTY,3200_3029-SKIN CARE,NEUTROGENA,"[""bls""]",15,205,0,0,6.78,0,11
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,WHITE MOUNTAIN,"[""bls""]",12,204,0,0,,0,10
3610-HOME DECOR,3610_3823-EC FRAMES,LAWRENCE FRAMES,"[""bls""]",17,204,0,0,7.9,0,17
3410-GIRLS APPAREL,3410_3305-LITTLE GIRL SWIM-OUTERWEAR,BREAKING WAVES,"[""bls""]",13,204,0,0,,0,11
3625-STORAGE-HOME MAINTENANCE,3625_3470-BF-HC CLOSET STORAGE,BROOKSTONE,"[""bls""]",20,204,0,0,,0,13
3200-BEAUTY,3200_3024-MENS FRAGRANCES,VERSACE,"[""bls""]",32,204,0,0,38.76,0,19
3110-MISSES SPORTSWEAR,3110_3108-MS SWEATERS,ZAC AND RACHEL,"[""bls""]",25,204,0,0,15.12,0,17
3150-LINGERIE,3150_3074-MS BETTER SLEEPWEAR,FLORA NIKROOZ,"[""bls""]",19,202,0,0,,0,14
3150-LINGERIE,3150_3062-BETTER FULL FIGURE BRA,NAUTICA,"[""bls""]",18,202,0,0,20.49,0,0
3200-BEAUTY,3200_3029-SKIN CARE,BANANA BOAT,"[""bls""]",25,202,0,0,7.4,0,15
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,EASY SPIRIT,"[""bls""]",3,202,0,0,32.4,0,3
3125-PETITES SPORTSWEAR,3125_3195-PT SHORTS,ZAC AND RACHEL,"[""bls""]",19,201,0,0,15.15,0,14
3200-BEAUTY,3200_3024-MENS FRAGRANCES,KENNETH COLE,"[""bls""]",22,201,0,0,7.78,0,15
3530-CHILDRENS FOOTWEAR,3530_3692-KIDS ATHLETIC,GEERS,"[""bls""]",7,201,0,0,18.16,0,7
3430-CHILDRENS ACCESS,3430_3332-GIRLS UNDERWEAR,RENE ROFE,"[""bls""]",10,201,0,0,,0,9
3125-PETITES SPORTSWEAR,3125_3183-EC PT KNIT TOPS,KAKTUS COUTURE,"[""bls""]",8,201,0,0,,0,8
3115-MISSES BETTER SPORTSWEAR,3115_3285-EC BTR SS-SL KNITS,NAUTICA,"[""bls""]",33,201,0,0,16.54,0,0
3325-MENS OUTDOOR,3325_3699-MENS BETTER FISHING TOPS,AVID,"[""bls""]",20,200,0,0,,0,14
3140-LADIES SPORTS,3140_3124-ACTIVE SHORTS,JESSICA SIMPSON,"[""bls""]",37,200,0,0,14.27,0,30
3620-HOUSEWARES,3620_3879-BF-HC OUTDOOR DINING,CERTIFIED INTERNATIONAL,"[""bls""]",34,200,0,0,,0,14
3200-BEAUTY,3200_3075-MENS GROOMING,DR. SQUATCH,"[""bls""]",22,199,0,0,,0,16
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,MUK LUKS,"[""bls""]",14,199,0,0,,0,14
3135-DRESSES,3135_3202-MODERATE CASUAL DRESSES,MSK,"[""bls""]",27,199,0,0,25.67,0,18
3130-JUNIORS,3130_3231-EC JR WOVEN TOPS,REBELLION,"[""bls""]",15,199,0,0,,0,13
3140-LADIES SPORTS,3140_3140-GOLF-COURT,IZOD,"[""bls""]",27,199,0,0,39.27,0,24
3415-BOYS APPAREL,3415_3344-BIG BOY BOTTOMS,HURLEY,"[""bls""]",17,198,0,0,,0,11
3320-MENS GOLF,3320_3763-MENS GOLF BOTTOMS,CALLAWAY,"[""bls""]",9,198,0,0,,0,8
3510-LADIES FOOTWEAR,3510_3547-EC CASUAL SANDALS,KENSIE,"[""bls""]",5,198,0,0,18.93,0,5
3115-MISSES BETTER SPORTSWEAR,3115_3286-WC BTR SS-SL KNITS,DELUC,"[""bls""]",19,198,0,0,14.03,0,0
3320-MENS GOLF,3320_3762-MENS GOLF TOPS,HURLEY,"[""bls""]",4,197,0,0,,0,4
3165-HANDBAGS,3165_3272-HANDBAGS,STONE MOUNTAIN,"[""bls""]",64,197,0,0,20.92,0,2
3165-HANDBAGS,3165_3270-TREND HANDBAGS,SAM AND HADLEY,"[""bls""]",41,197,0,0,20.52,0,16
3410-GIRLS APPAREL,3410_3322-BIG GIRL DRESSES,RARE EDITIONS,"[""bls""]",10,196,0,0,16.51,0,10
3310-MENS SPORTSWEAR,3310_3459-MENS BETTER BOTTOMS,TAILORBYRD,"[""bls""]",8,196,0,0,,0,6
3140-LADIES SPORTS,3140_3141-OUTDOOR FISHING TOPS,SIMPLY SOUTHERN,"[""bls""]",9,196,0,0,33.32,0,9
3115-MISSES BETTER SPORTSWEAR,3115_3292-EC BETTER BOTTOMS,PHILOSOPHY,"[""bls""]",14,196,0,0,15.51,0,0
3130-JUNIORS,3130_3245-WC JR DRESSES,INSPIRED HEARTS,"[""bls""]",25,195,0,0,17.05,0,22
3130-JUNIORS,3130_3234-EC JR DENIM,REWASH,"[""bls""]",11,194,0,0,23.74,0,11
3140-LADIES SPORTS,3140_3141-OUTDOOR FISHING TOPS,GUY HARVEY,"[""bls""]",30,194,0,0,,0,17
3620-HOUSEWARES,3620_3877-BF-HC HYDRATION-OTG,OWALA,"[""bls""]",43,194,0,0,,0,12
3330-MENS ACTIVE-SWIM,3330_3788-MENS SWIMWEAR,SPYDER,"[""bls""]",16,194,0,0,16.47,0,14
3510-LADIES FOOTWEAR,3510_3539-EC HEELS-WEDGES,KATE SPADE,"[""bls""]",16,194,0,0,,0,15
3115-MISSES BETTER SPORTSWEAR,3115_3284-WC BTR WOVEN TOPS,SOLITAIRE,"[""bls""]",33,193,0,0,21.14,0,0
3145-SWIM,3145_3123-COVER UPS,BLEU ROD BEATTIE,"[""bls""]",37,192,0,0,16.6,0,14
3110-MISSES SPORTSWEAR,3110_3112-MS CAPRIS,HEARTS OF PALM,"[""bls""]",8,192,0,0,,0,8
